Unnamed: 0,0,1,2,3,4,5,6,7,8,9
2006,Two/ Story House for Sale Malabe,25 Jun 10:07 am,"Malabe, Colombo","18,000,000","Two Story House For Sale In Gamunupura, Kaduwela.07 Perches , Landscaped garden area ( 2 Year Used House )","Kaduwela Rd, Gamunupura.",4,4,"2,200.0 sqft",7.0 perches
2007,House for Sale at - Dematagoda,25 Jun 10:05 am,"Colombo 9, Colombo","30,000,000","A rare opportunity to own a house within highly residential area at the hub of Colombo city, Dematagoda Place in 4 perches of land with 5 rooms and living , dining, kitchen and other requirements. Three storied amidst the new road in progress to Battaramulla, Malabe, Athurugiriya and up grading kelanivally railway with new rail service. 50 meters to temple, mosque, police station, Market and schools.","57,Dematagoda Place",5,2,"3,000.0 sqft",4.0 perches
2008,New Luxury 3Story House Sale Nugegoda - Fully furnished AC,25 Jun  9:56 am,"Nugegoda, Colombo","45,000,000","Brand New Luxury 3Story House Sale For Nugegoda With Fully furnished and fully AC houseIdeal For Residence, Highly Residential Area",400 Meter to Kattiya Junction,4,5,"3,600.0 sqft",7.0 perches
2009,02 Story House & 43 P Sale at Robat Gunawardena Mawatha Battaramulla,25 Jun  9:31 am,"Battaramulla, Colombo","115,000,000",02 STORY HOUSE & 43 P SALE AT ROBAT GUNAWARDENA MAWATHA BATTARAMULLA,"Robat Gunawardena Mawath,  Battaramulla",5,3,"3,500.0 sqft",43.0 perches
2010,Modern House for Sale in Malabe-Gemunu 1st Lane.,25 Jun  8:45 am,"Malabe, Colombo","18,700,000","Designed by a chartered architect, Modern House for Sale at Malabe,","Malabe,,1st Lane.",3,3,"1,800.0 sqft",7.13 perches
2011,Architect Designed Brand New House For Sale in Hokandara,25 Jun  8:19 am,"Malabe, Colombo","32,500,000",Architect Designed Brand New House For Sale in Hokandara Wanaguru mawatha2km to Hokandara junction ,"Wanaguru Mawatha,Hokandara",5,4,"2,850.0 sqft",7.5 perches
2012,3 Storey Modern House for Sale in Dehiwala -Nedimala Junction,25 Jun  8:15 am,"Dehiwala, Colombo","50,000,000",3Storey Modern House For Sale in Dehiwala This Hous built on year 2004,100 meters to Nedimala Junction,5,5,"3,500.0 sqft",10.0 perches
2013,Brand New Two Storied House in Malabe,25 Jun  8:07 am,"Malabe, Colombo","26,500,000","Brand New Two storied  house @ Kahanthota Road, Malabe.08 Perches with Landscaped garden area.","Rathnarama Road, Malabe",5,5,"4,000.0 sqft",8.0 perches
2014,Brand New 5 Bedroom House for sale Mount Lavinia,25 Jun 12:30 am,"Mount Lavinia, Colombo","39,000,000","Brand New 5 Bedroom House for sale  - Huludagoda Rd, Mount Lavinia","Huludagoda Rd, Mount Lavinia",5,4,"2,850.0 sqft",6.11 perches
2015,New 2 Storey House For Sale in Kothalawala- kaduwela,24 Jun  9:23 pm,"Kaduwela, Colombo","19,000,000","New 2Storey House For Sale Malabe- Kothalawala-------------------------Located just 900 meters to kaduwela Road highly residential area 1.5 km to the kothalawala highway Entrance2km to the chandrika kumarathung mawatha jogging track1.5 km to the SLIIT CampusSINEC Maritime Campus1.5 km to the mahamevnawa amawatur monasteryHorizon Campus MalabeHorizon international School.........................................................................................*Its a 2 story New house on 7perches and is2,500 sq ft.04bedrooms with 2AC room02 Attached Bathroom 02common Bathrooms with Hot waterliving rooms Savant bathroom and roomPantry & kitchen.garage with parking space for 02vehicles.Access Road 20feet roadClear Titles.*Close proximity to the malabe,kaduwela,athurugiya*Cargills Food Cit, keel super, Market and laugfs,Sunup super Market.SLIIT  campus",kaduwela road kothalawala,4,4,"2,500.0 sqft",7.0 perches
2016,2 Storey 4 Br House for Sale in Boralesgamuwa,24 Jun  9:21 pm,"Boralesgamuwa, Colombo","25,500,000",2 Storey House For Sale in  Boraresgamuwa -------------------------Located just 500meters to 120 Colombo- Horana  Bus routes ,"Ebillawattha  Road,  Boralesgamuwa",4,3,"2,850.0 sqft",11.0 perches
2017,House for Sale - Kaluaggala,26 Jun  9:24 am,"Hanwella, Colombo","4,700,000","#3 KM to Kaluaggala Town (Near Leisure World),#6 KM to Hanwella Town,#1KM to Kahahena Town,#3 KM to Salawa Army Camp, #5KM to Leisure World, #200 Meters to St. Sebastian Church, 750M to Buddist Temple.  #750M to Waga Railway Station and Post Office.  ",,2,2,"1,500.0 sqft",20.0 perches
2018,Luxury House For Sale In Pannipitiya,24 Jun  8:08 pm,"Pannipitiya, Colombo","25,000,000","Within 10 minute walk by Maharagama Malabe Main Road.Also Cargills Food CityResidence to High-level Road , Pannipitiya distance- 2km2km to Thalawathugoda Hemas Hospital20 minutes by car to Malabe Town20 minutes to Athurugiriya Highway EntranceComplete 05 Bed rooms with 04 ceiling fans and one AC Room02 Luxury bathrooms and one servant bathroom (Hot water)Windows and doors- Jackwood, Teak Wood, Kubuk woodHalf bricks and half Kabok GalKitchen with Pantry CupboardsTwo large living areas",Vidyala Juction,5,3,"6,000.0 sqft",10.0 perches
2019,නිවස සහ තම ඉඩම විකිණීමට මාලිගාවත්ත,24 Jun  7:29 pm,"Colombo 10, Colombo","6,000,000",අංග සම්පූර්ණ නිවසක් හා බෝඩිම්කාමර 2ක්ද සහිතය,"765/1 T2 බෝදිරාජා මාවත , මාලිගාවත්ත.",3,1,"1,200.0 sqft",8.0 perches
2020,House for sale in colombo 15,30 Jun  9:42 am,"Colombo 15, Colombo","3,500,000",House for sale in colombo 15=======================,,1,1,400.0 sqft,1.5 perches
2021,Luxury House For Sale in Talawathugoda,23 Jul  9:25 am,"Talawatugoda, Colombo","52,000,000",Located within eden garden gated community,"Eden Garden,",5,5,"2,800.0 sqft",16.45 perches
2022,House for Sale in Colombo 05, 9 Aug  9:17 am,"Colombo 5, Colombo","55,000,000","- 2 units up-stair house, 2 flat houses with separate entrance, each unit consists of 3 bedrooms, Living area, dining, pantry, 2 bathrooms, solar powered hot water, A/C, overhead water tank, Servant rooms with bathrooms, garage with roller shutter for 2 vehicles, Terrace and rooftop cum indoor and outdoor garden space, 9.92 perches land, each floor over 1500 sqft area, House Build in 2006 Close to Lanka hospital, supermarket , International schools and 2 mints to the High level road.- Asking Price is Rs.55m",,6,4,"1,500.0 sqft",9.92 perches
2023,New Luxurious Upstairs House for Sale in Malabe, 1 Aug  3:33 pm,"Malabe, Colombo","46,000,000","Just 250m to Malabe town, Food outlets, Schools, Campuses,Cinemas, Fuel stations, Banks, Shopping malls, Main bus stand, and many more in your fingertips. Calm and best residential area in Malabe. Respectable neighborhood. The house consist with Solar power hot water for all bath rooms, kitchen and pantry, 3 phase electricity, AC rooms, Large living area with balcony, Large dining area with pantry, Kitchen with Pantry cupboards, Roof top, Servant room and bath room, Overhead tank, Inside parking for 2 vehicles. Front and back garden area. Bricks wall. Remote gate.BERYL will provide you personalized, trust worthy service at all the time.",Malabe,4,4,"3,500.0 sqft",11.8 perches
2024,Fully Completed House for sale in Homagama,11 Aug  9:12 am,"Homagama, Colombo","6,800,000","හෝමාගම, කිරිවත්තුඩුව හන්දියට කි.මී. 01 ක් දුරින් 128 හෝමාගම - තලගල බස් මාර්ගයට  ආසන්නව පර්චස් 10  පිහිටි කාමර 03, සාලය, කෑම කාමරය, කුස්සිය සහ නාන කාමරය, අමතර නාන කාමරය සහ සේවක වැසිකිලිය ඇතුලු පහසුකම් වලින් සමන්විත අංග සම්පූර්ණ නව නිවස ඉතා ඉක්මනින් වීකිණිමට ඇත. සිවිලිම ගසා මුළු නිවසම ටයිල් කර ඇත. අඩි 12 ප්‍රවේශ මාර්ගය. වාහන 02ක් නැවැත්වීමට හැක. නිවස සිට අඩි 40 ක් දිග පුද්ගලික මාර්ගයක් ඇත. නල ජලය , විදුලිය ඇතුලු සියලු පහසුකම් වලින් සමන්විතයි මිල ලක්ෂ 68 යි . මිලදී ගත් වහාම පදිංචියට සුදුසුය. සියළුම ලියකියවිලි සහිතයි.අයිතිකරු විදෙස් ගත වන නිසා ඉක්මනින් විකිණේ.128 කොට්ටාව - තලගල මාර්ගයට සහ 280 මහරගම - ‍ හොරණ මාර්ගයට  මී. 300 129 කොට්ටාව - මොරගහහේන මාර්ගයට  මී. 700 හෝමාගමට සහ කොට්ටාවට කි.මී. 07අත්පිට මුදලට පමණයි. ",Pitipana South - Homagama,3,2,"1,200.0 sqft",10.0 perches
2025,House for Sale in Colombo 12,24 Jun  5:13 pm,"Colombo 12, Colombo","3,400,000",Contact Owner : Mr . Aju Wahid ,"F/4/3, Sanchi Arachi Garden,Colombo 12",2,1,600.0 sqft,2.2 perches
2026,House for Sale in Colombo 12, 4 Aug  8:36 am,"Colombo 12, Colombo","6,800,000",Contact Owner : Mr . Aju Wahid ,"F/G/6, Sanchi Arachi Garden,Colombo 12",2,1,600.0 sqft,4.4 perches
2027,House for Sale in - Athurugiriya,28 Jul  7:27 am,"Athurugiriya, Colombo","8,500,000","අතුරුගිරිය මොරටුවාහේන පාරේටයිල් කල මුලුතැන්ගෙය හා සාලය,වාහන 4ක් පමණ ගාල් කල හැකි මිදුල,අඩි 20 ප්‍රවේශ මාර්ගය නිසංසල මනරම් වටපිටාව අතුරුගිරිය අධිවෙගි පිවිසුමට 4 kmනිරවුල් හා අනුමත කරන ලද ඹප්පු",,4,2,"1,600.0 sqft",10.0 perches
2028,Two Story House for Sale in Pannipitiya, 2 Jul  9:18 am,"Pannipitiya, Colombo","27,500,000",✓Two Story House For Sale In Pannipitiya 🏠✓Land Size 15perches ✓House Size 3980sqft ,"Bogahawattha, Pannipitiya",8,5,"3,980.0 sqft",15.0 perches
2029,Brand New 2Storey House For Sale Malabe -kahanthota Road,24 Jun  4:08 pm,"Malabe, Colombo","20,000,000","Brand New 2Storey House For Sale Malabe -kahanthota Road-------------------------*Its a 2 story New house on 6.5perches and is2450 sq ft. 4 Bed rooms A/C 1 Attach bathroom 2 bathrooms with hot wather Living Room dining Kitchen with modern pantry cupboards Finishing roof Terrace Servant toilet & room CCTV and door camaraPipe Born water with over head water tank02 Vehicles can be ParkingRemote & Roller Shutter & gateAccess Road 20feet roadClear Titles.Rs. 200lak Negotiable *Close proximity to the thalawatugoda ,kottawa malabe ,athurugiriya ",kahanthota Road,4,3,"2,450.0 sqft",8.0 perches
2030,Brand New 2Storey House for Sale - Hokandara,24 Jun  3:58 pm,"Malabe, Colombo","22,500,000",Architect Designed Brand New 6.5P House For Sale in thalawathugoda,350 meters to Hokandara Road,5,4,"2,850.0 sqft",6.5 perches
2031,House with Land for Sale in - Boralesgamuwa,24 Jun  3:24 pm,"Boralesgamuwa, Colombo","8,000,000",A land with a 3 bed room house.9.5 perches  Gangarama road werahera,,3,1,"1,000.0 sqft",9.5 perches
2032,Four story house for sale in Koswatta,24 Jun  3:19 pm,"Battaramulla, Colombo","37,000,000",10 perches4 story house6 en suite rooms3 living areasHot waterRoof top terraceCCTV camera systemTiled floorsParking for 5 vehicles,"Kalapaluwawa Road, New Kandy Road, Koswatta",7,6,"3,500.0 sqft",10.0 perches
2033,House for Sale in Kotikawatta, 8 Aug  8:00 am,"Angoda, Colombo","8,000,000",Two story houses Car parking available Quite place All the facilities near by 900 m100 m far for 175 busGround floor not complete only floor area  (mean completely no tile)(First floor left for tile) kitchen and 2 room First floor hall and bathroom complete Price 8.M last price,122 / 8 kotikawatta angoda,4,2,"1,100.0 sqft",7.0 perches
2034,House for Sale in Grandpass,15 Jul  2:38 pm,"Colombo 14, Colombo","9,500,000",Fully tiled house2 bedroom1 bathroomDinning room also can be used as another bedroom if required.Living roomBalcony and RooftopCan be built further,"Parakrama Road, Grandpass, Colombo 14",2,1,"1,250.0 sqft",4.8 perches
2035,Brand New Two Storied House Malabe,24 Jun  1:49 pm,"Malabe, Colombo","20,000,000","Brand New Two Storied  House For Sale InThunadahena Road, Malabe.10.8 Perches with Landscaped garden area.*- 2500 Sq. Ft.","Thunadahena Rd, Malabe.",4,3,"2,500.0 sqft",10.8 perches
2036,House for sale in Aluth para Meegoda,24 Jun  1:48 pm,"Homagama, Colombo","6,000,000","Meegoda, atigala mawathe viduliya mala jalaya sahitha demahal niwasa. Ikmanata vikinimata atha. Wadi visthara sadaha amathanna.",,2,1,"1,361.25 sqft",7.0 perches
2037,House For Sale in Pannipitiya,24 Jun  1:06 pm,"Pannipitiya, Colombo","16,500,000","Pannipitiya, LIyanagoda, Wasalawatte RoadTwo Storied House for Sale4 Bedrooms2 BathroomsPantry, Fully TiledRoller GateParapet Wall Hot WaterDoor / Windows JakClear DeedBank Loan Can be Obtained Price: 165 Lakhs","Wasalawatte Road, Liyanagoda, Pannipitiya",4,2,"2,750.0 sqft",10.0 perches
2038,House for Sale in - Meegoda,26 Jun  8:45 am,"Homagama, Colombo","5,450,000","Address-=Sirimedura mawata,Hettiyawatta ,meegoda.                                                                850m away from highleval road.                                    fully tilled two story house complete only ground floor.                           2 bedrooms.2bathrooms.kitchen.a car parking garage.                                                                          jac furniture  doors and windows.                                 8km to kottawa and athurugiriya highway entrance.                                                                     2 km to godagama junction.                                   Have a coc certificate.approved house plane.",,2,2,900.0 sqft,7.0 perches
2039,House For Sale In Malabe, 9 Aug  2:59 pm,"Malabe, Colombo","11,800,000","House for sale in MalabeSingle storied house for sale in Viahara mawatha, Malabe.11.6 Perch landFully tiledAC roomsLivingDining areaPantryOutside washroomParapet wallClear deedsGood residential area3 km to Malabe500 m to Kotalawela and Kaduwela highway interchangeClose to SLIIT / CINEC / Horizon University / Horizon International College / Dr,Neville Fernando Hospitalprice - 118 lakhs (Negotiable)Few Km's away from proposed LRT project",Royal Prestige Garden / Malabe,3,2,"3,000.0 sqft",11.0 perches
2040,House for Sale - Kottawa,24 Jun 11:51 am,"Kottawa, Colombo","12,500,000",කොට්ටාව පැළැන්වත්ත පිහිටි නිස්කලංක වැදගත් පරිසරයක පර්චස් 12.5.කාමර 3ක සහ වට තාප්පය සහිත අංගසම්පූර්ණ නිවස විකිණීමට,,3,1,"1,500.0 sqft",12.5 perches
2041,Two story house for sale Boralasgamuwa,24 Jun 11:38 am,"Boralesgamuwa, Colombo","27,500,000",14perches land two story house ground floor complete ground floor 3beds 2baths large living and dining 4vehicles parking area upper floor not complete only tiling painting to do 3rd block from main 119rd near Bellanwila Rajamahavihara 15ft rd facing superb house allmost brand new house price 27500000no brokers genuine buyers well come after.appointments,Boralasgamuwa Bellanwila,6,4,"4,500.0 sqft",14.0 perches
